locus	counts_pvalzero
S10_14783683.txt	100
S10_14840398.txt	100
S10_14866651.txt	100
S10_14917591.txt	100
S10_14917625.txt	100
S10_14917632.txt	47
S10_14933084.txt	0
S10_14953328.txt	1
S10_14953374.txt	2
S10_15030064.txt	0
S10_15198038.txt	100
S10_15198070.txt	100
S10_15251811.txt	87
S10_15251826.txt	89
S10_15439048.txt	0
S10_15439065.txt	0
S10_15540023.txt	100
S10_15544612.txt	0
S10_15550007.txt	0
S10_15689065.txt	100
S10_15689169.txt	100
S10_15702143.txt	34
S10_15726249.txt	0
S10_15726268.txt	0
S10_15748838.txt	43
S10_15846710.txt	0
S10_15846713.txt	0
S10_15846797.txt	0
S10_1590479.txt	100
S10_16124519.txt	0
S10_16453120.txt	8
S10_16453151.txt	54
S10_16472319.txt	93
S10_1658403.txt	100
S10_16688619.txt	0
S10_16688621.txt	0
S10_16688653.txt	0
S10_16850224.txt	100
S10_16850228.txt	43
S10_16850247.txt	11
S10_16854124.txt	6
S10_16854213.txt	0
S10_1687433.txt	100
S10_16882588.txt	13
S10_16882614.txt	0
S10_16882644.txt	41
S10_16882664.txt	54
S10_16920794.txt	5
S10_16927698.txt	15
S10_16927710.txt	21
S10_16927729.txt	100
S10_17182989.txt	0
S10_17212119.txt	100
S10_17317424.txt	0
S10_17317458.txt	0
S10_17317501.txt	0
S10_17317520.txt	0
S10_17322103.txt	3
S10_17555839.txt	100
S10_17555840.txt	98
S10_17555960.txt	100
S10_17556688.txt	71
S10_17579946.txt	100
S10_17670580.txt	0
S10_17670603.txt	0
S10_17739459.txt	94
S10_17860912.txt	0
S10_17860930.txt	18
S10_1787492.txt	100
S10_17970929.txt	0
S10_18054602.txt	29
S10_18076907.txt	1
S10_1816040.txt	0
S10_1816318.txt	1
S10_1816351.txt	2
S10_18182376.txt	16
S10_18285754.txt	32
S10_18285755.txt	37
S10_18387302.txt	3
S10_18458983.txt	0
S10_18468840.txt	1
S10_18504447.txt	4
S10_1857518.txt	0
S10_1863212.txt	100
S10_1863246.txt	100
S10_18709279.txt	6
S10_18709285.txt	6
S10_18793533.txt	0
S10_18840485.txt	0
S10_18840495.txt	1
S10_18840575.txt	5
S10_18967979.txt	28
S10_19033264.txt	19
S10_19037208.txt	100
S10_19037226.txt	0
S10_19037260.txt	100
S10_19037333.txt	100
S10_19037343.txt	100
S10_19037368.txt	100
S10_19047547.txt	3
S10_19055472.txt	0
S10_19055477.txt	6
S10_19056246.txt	4
S10_19056431.txt	4
S10_19160528.txt	27
S10_19260783.txt	0
S10_19260797.txt	25
S10_19344431.txt	53
S10_19344464.txt	45
S10_19344584.txt	0
S10_19387969.txt	100
S10_19389092.txt	11
S10_19536182.txt	94
S10_19639377.txt	0
S10_19713894.txt	4
S10_19723968.txt	20
S10_19724119.txt	100
S10_19737319.txt	0
S10_19818311.txt	100
S10_19861577.txt	100
S10_19868747.txt	100
S10_19876918.txt	100
S10_19921640.txt	19
S10_19957488.txt	66
S10_19964400.txt	3
S10_19964469.txt	0
S10_19964471.txt	3
S10_19975705.txt	8
S10_19979575.txt	24
S10_19979584.txt	26
S10_19979680.txt	100
S10_19979693.txt	23
S10_20342124.txt	53
S10_20359234.txt	48
S10_20359287.txt	57
S10_20381256.txt	0
S10_20381363.txt	100
S10_20443121.txt	1
S10_20443510.txt	75
S10_20456980.txt	100
S10_20487140.txt	20
S10_20553818.txt	49
S10_20553854.txt	100
S10_20553898.txt	100
S10_20555757.txt	0
S10_20555796.txt	0
S10_20555866.txt	76
S10_20563778.txt	31
S10_20603292.txt	0
S10_20626304.txt	100
S10_20692371.txt	100
S10_20787550.txt	56
S10_2088421.txt	10
S10_2088428.txt	2
S10_20901135.txt	86
S10_20901140.txt	85
S10_20901344.txt	83
S10_21006258.txt	73
S10_21062327.txt	0
S10_21171242.txt	5
S10_21171269.txt	0
S10_21209356.txt	45
S10_21219973.txt	3
S10_21250082.txt	100
S10_21250186.txt	56
S10_21314313.txt	9
S10_21554635.txt	100
S10_21752653.txt	100
S10_21752677.txt	0
S10_21752679.txt	0
S10_21752747.txt	100
S10_2181381.txt	23
S10_2181423.txt	0
S10_21890184.txt	0
S10_21981554.txt	55
S10_21981590.txt	82
S10_21981598.txt	50
S10_22098911.txt	88
S10_22099898.txt	100
S10_22139302.txt	100
S10_22220817.txt	0
S10_22221095.txt	1
S10_22406938.txt	95
S10_22406959.txt	48
S10_22408707.txt	0
S10_22408785.txt	0
S10_22408791.txt	100
S10_22440917.txt	95
S10_22450740.txt	18
S10_22450748.txt	21
S10_22461897.txt	6
S10_22510958.txt	100
S10_22510970.txt	100
S10_22511029.txt	100
S10_22568625.txt	2
S10_22570007.txt	0
S10_22577817.txt	12
S10_22577818.txt	22
S10_289968.txt	0
S10_3182632.txt	100
S10_319492.txt	0
S10_319493.txt	0
S10_3277726.txt	0
S10_3277727.txt	0
S10_3277732.txt	100
S10_3277737.txt	0
S10_3289306.txt	0
S10_3308645.txt	0
S10_3330336.txt	100
S10_3330349.txt	100
S10_3330350.txt	99
S10_3350607.txt	0
S10_3350613.txt	21
S10_3605722.txt	100
S10_3623174.txt	100
S10_3646117.txt	100
S10_3646125.txt	100
S10_3646135.txt	0
S10_387426.txt	100
S10_3920037.txt	100
S10_3920041.txt	0
S10_3959076.txt	100
S10_3959084.txt	0
S10_4017018.txt	21
S10_4079210.txt	100
S10_4083502.txt	27
S10_4098410.txt	26
S10_4098431.txt	32
S10_414896.txt	92
S10_414923.txt	91
S10_4259451.txt	100
S10_4261148.txt	82
S10_4261151.txt	80
S10_4285403.txt	0
S10_4368523.txt	0
S10_4412041.txt	100
S10_4412049.txt	0
S10_4412052.txt	100
S10_4493335.txt	0
S10_4496762.txt	100
S10_4509902.txt	88
S10_4509922.txt	2
S10_4509931.txt	2
S10_4509932.txt	0
S10_4509948.txt	88
S10_4509977.txt	97
S10_4662259.txt	0
S10_4681981.txt	0
S10_4682040.txt	0
S10_4784702.txt	14
S10_4787805.txt	7
S10_4787954.txt	11
S10_4789997.txt	0
S10_4797239.txt	0
S10_4797250.txt	100
S10_4797300.txt	0
S10_4852101.txt	0
S10_4852168.txt	0
S10_4852170.txt	0
S10_4860009.txt	0
S10_4860032.txt	2
S10_4860090.txt	0
S10_4860091.txt	0
S10_4860092.txt	0
S10_4860093.txt	0
S10_4860098.txt	0
S10_4860139.txt	53
S10_4860698.txt	0
S10_4862091.txt	100
S10_4862190.txt	0
S10_4862205.txt	100
S10_5120195.txt	87
S10_5120204.txt	90
S10_5120225.txt	0
S10_5483515.txt	0
S10_5495261.txt	0
S10_5495281.txt	0
S10_5513301.txt	100
S10_5513304.txt	100
S10_5698805.txt	4
S10_5698820.txt	5
S10_574464.txt	0
S10_574503.txt	0
S10_5754573.txt	72
S10_5754595.txt	72
S10_588015.txt	0
S10_588020.txt	0
S10_5896082.txt	0
S10_5896101.txt	0
S10_5896102.txt	100
S10_5896105.txt	0
S10_5896119.txt	0
S10_5896123.txt	0
S10_6122823.txt	8
S10_6149720.txt	0
S10_6149724.txt	100
S10_6149734.txt	0
S10_6149737.txt	0
S10_6196736.txt	0
S10_6196773.txt	0
S10_6196812.txt	0
S10_621316.txt	33
S10_621369.txt	100
S10_621388.txt	100
S10_6348596.txt	0
S10_6353393.txt	0
S10_6420786.txt	100
S10_6420795.txt	100
S10_6420799.txt	100
S10_6420845.txt	100
S10_6420870.txt	100
S10_6420872.txt	100
S10_6420953.txt	100
S10_6420980.txt	100
S10_6480288.txt	0
S10_663714.txt	0
S10_663725.txt	0
S10_6700914.txt	100
S10_6751961.txt	100
S10_6751962.txt	4
S10_6751977.txt	100
S10_6752848.txt	0
S10_6752861.txt	0
S10_7079795.txt	0
S10_7265918.txt	0
S10_7265963.txt	0
S10_7367727.txt	31
S10_7416818.txt	1
S10_7439641.txt	24
S10_7619940.txt	49
S10_7783337.txt	2
S10_7925558.txt	0
S10_8073256.txt	9
S10_8073257.txt	100
S10_8073259.txt	100
S10_8073260.txt	100
S10_8150054.txt	85
S10_8150056.txt	86
S10_8150076.txt	91
S10_8290485.txt	100
S10_8308617.txt	0
S10_8571904.txt	100
S10_8571908.txt	100
S10_8617212.txt	0
S10_8617242.txt	0
S10_8617262.txt	0
S10_8829876.txt	1
S10_8924443.txt	100
S10_8924496.txt	100
S10_9020232.txt	0
S10_9082659.txt	0
S10_9146495.txt	54
S10_9146544.txt	6
S10_9258690.txt	0
S10_9258701.txt	1
S10_9322123.txt	100
S10_9390579.txt	80
S10_9390613.txt	80
S10_9468612.txt	39
S10_9468619.txt	8
S10_9513521.txt	0
S10_9544591.txt	0
S10_9544609.txt	0
S10_9544619.txt	54
S10_9571572.txt	0
S10_9571577.txt	0
S10_9571614.txt	100
S10_9684858.txt	80
S10_9684859.txt	80
S10_9684887.txt	80
S10_9690608.txt	80
S10_9709718.txt	0
S10_9709747.txt	0
S10_9714685.txt	0
S10_9822493.txt	100
S1_10007712.txt	0
S1_10092375.txt	0
S1_10125251.txt	0
S1_10125265.txt	0
S1_10175036.txt	0
S1_10257896.txt	0
S1_10271433.txt	43
S1_10398876.txt	0
S1_10460230.txt	100
S1_10460235.txt	100
S1_10460294.txt	99
S1_10474293.txt	69
S1_10532127.txt	16
S1_10587032.txt	46
S1_10620565.txt	100
S1_10620584.txt	100
S1_10642307.txt	100
S1_10642349.txt	0
S1_10663474.txt	100
S1_1082459.txt	100
S1_1082463.txt	100
S1_10859224.txt	0
S1_10929254.txt	40
S1_10947547.txt	63
S1_10947555.txt	80
S1_10947559.txt	79
S11_10017523.txt	0
S11_10017534.txt	0
S11_1005882.txt	57
S11_10111027.txt	0
S11_10111037.txt	0
S11_10111081.txt	0
S11_10111126.txt	1
S11_10111128.txt	1
S11_10112988.txt	0
S11_10113014.txt	0
S11_10113029.txt	0
S11_10265284.txt	100
S11_10283885.txt	100
S11_10283958.txt	100
S11_10283962.txt	100
S11_10283973.txt	100
S11_10400866.txt	54
S11_10400932.txt	0
S11_10471137.txt	5
S11_10471155.txt	0
S11_10471190.txt	0
S11_10644488.txt	3
S11_10644538.txt	100
S11_10644547.txt	100
S11_10644581.txt	100
S1_11068645.txt	8
S11_10811507.txt	8
S11_10818740.txt	13
S11_10859613.txt	61
S11_10893800.txt	36
S11_10893832.txt	35
S11_10908808.txt	100
S11_10930125.txt	0
S11_10977534.txt	0
S11_11037458.txt	0
S11_11037495.txt	100
S11_11050534.txt	0
S11_11050720.txt	3
S11_11077238.txt	20
S11_11163666.txt	100
S11_11163668.txt	100
S11_11163703.txt	100
S11_11163755.txt	0
S11_11163803.txt	100
S11_11163832.txt	100
S11_11163839.txt	100
S11_11186733.txt	77
S11_11232603.txt	0
S11_11265060.txt	7
S11_11265074.txt	7
S11_11265080.txt	6
S11_11265123.txt	0
S11_11265134.txt	0
S11_11436092.txt	7
S11_11449732.txt	0
S11_11463764.txt	71
S11_11463776.txt	87
S11_11813103.txt	0
S11_11863732.txt	100
S11_11863758.txt	100
S11_11998342.txt	100
S1_11210097.txt	13
S11_12265982.txt	0
S11_12266060.txt	80
S1_11237691.txt	100
S11_12480790.txt	100
S11_12496467.txt	0
S1_11252289.txt	100
S11_12700708.txt	80
S11_12700717.txt	80
S11_12700754.txt	80
S11_12722889.txt	26
S11_12974042.txt	1
S1_11320342.txt	55
S11_13464288.txt	54
S11_13768267.txt	9
S11_13804742.txt	0
S11_13804763.txt	0
S11_13804821.txt	0
S11_13829633.txt	7
S11_13829672.txt	100
S11_13829702.txt	100
S11_14004770.txt	51
S11_14334177.txt	48
S11_14334192.txt	41
S11_14342246.txt	80
S11_14342268.txt	80
S1_11443424.txt	100
S1_11443457.txt	100
S1_11443593.txt	0
S11_14468082.txt	7
S11_14468088.txt	100
S11_14468094.txt	100
S11_14468102.txt	0
S11_14543681.txt	100
S11_14543693.txt	100
S11_14543705.txt	100
S11_14632825.txt	40
S11_14765784.txt	93
S11_14777223.txt	100
S11_14783714.txt	100
S11_14792977.txt	0
S1_11484430.txt	100
S11_14868045.txt	4
S11_14882687.txt	70
S11_15077674.txt	12
S11_15077712.txt	13
S1_11508682.txt	47
S11_15180220.txt	100
S11_15180238.txt	100
S11_15180239.txt	99
S11_15180241.txt	100
S11_15224482.txt	0
S11_15411638.txt	100
S1_11544359.txt	100
S1_11544372.txt	100
S11_15458062.txt	0
S11_15526411.txt	0
S11_15554196.txt	100
S11_15678601.txt	6
S11_15781148.txt	9
S11_15781149.txt	0
S11_15781211.txt	41
S11_15967434.txt	0
S11_15967461.txt	0
S11_15984518.txt	100
S11_16160759.txt	0
S1_11621024.txt	30
S11_16231198.txt	0
S11_16231226.txt	79
S11_16232382.txt	0
S11_16232432.txt	0
S11_16232899.txt	61
S11_16232916.txt	66
S11_16290503.txt	0
S11_16290526.txt	0
S11_16290691.txt	80
S11_16290708.txt	80
S11_16290818.txt	0
S11_16365654.txt	16
S11_16371502.txt	20
S11_16455728.txt	100
S11_16455741.txt	100
S11_16471904.txt	100
S11_16471921.txt	100
S11_16471937.txt	100
S1_11648924.txt	0
S11_16635537.txt	53
S11_16635575.txt	51
S11_16676259.txt	2
S11_16801436.txt	0
S11_16811601.txt	100
S11_16811603.txt	100
S1_11727619.txt	0
S11_17403303.txt	86
S11_17403311.txt	48
S11_17409105.txt	0
S11_17442178.txt	96
S11_17445683.txt	0
S11_17445727.txt	0
S11_17496457.txt	0
S11_17496480.txt	1
S1_11752777.txt	62
S1_11752827.txt	47
S11_1793688.txt	100
S11_1793734.txt	100
S11_1793766.txt	100
S1_1179553.txt	100
S11_18124743.txt	0
S11_18415335.txt	100
S11_18415356.txt	3
S11_189431.txt	0
S11_189448.txt	0
S11_189520.txt	100
S11_189522.txt	0
S1_11899705.txt	7
S1_11899716.txt	7
S1_11899745.txt	5
S1_11928062.txt	100
S1_11928067.txt	100
S11_1932255.txt	15
S11_1932291.txt	13
S11_1932303.txt	14
S11_1932347.txt	14
S11_1951205.txt	2
S11_1951221.txt	5
S11_1951328.txt	8
S1_11990497.txt	12
S1_11990540.txt	100
S1_12015722.txt	100
S11_2082317.txt	100
S11_2082327.txt	100
S11_2082331.txt	100
S1_12103264.txt	0
S11_2117720.txt	2
S11_2117753.txt	2
S11_212801.txt	44
S11_212805.txt	100
S11_212862.txt	100
S11_212918.txt	19
S1_12267052.txt	0
S11_2331908.txt	0
S1_12346639.txt	88
S1_12346688.txt	90
S1_12365823.txt	0
S1_12437073.txt	20
S1_12459819.txt	69
S1_12459846.txt	79
S1_12459962.txt	46
S1_12479825.txt	0
S1_12503364.txt	100
S1_12503370.txt	77
S1_12503438.txt	49
S1_12503460.txt	100
S1_12503467.txt	48
S1_12574222.txt	100
S1_12574228.txt	8
S1_12574241.txt	8
S1_12574245.txt	100
S1_12869592.txt	80
S1_12869634.txt	80
S1_12869693.txt	100
S1_12870116.txt	99
S1_12960068.txt	100
S1_12962407.txt	100
S1_12962514.txt	100
S11_3130933.txt	100
S1_1316516.txt	33
S1_13261916.txt	91
S1_13261931.txt	83
S1_13291734.txt	0
S1_13372433.txt	85
S11_338748.txt	0
S1_13399120.txt	48
S1_13399147.txt	84
S1_13407571.txt	61
S1_13407600.txt	55
S11_341030.txt	3
S11_3521363.txt	12
S11_3521507.txt	2
S11_3521527.txt	90
S1_13652630.txt	8
S11_3673168.txt	37
S1_13681581.txt	63
S11_3703980.txt	12
S11_3715947.txt	35
S11_3715954.txt	80
S11_3716018.txt	46
S11_3727907.txt	16
S11_3758056.txt	100
S11_3795573.txt	98
S11_3795715.txt	99
S11_381796.txt	100
S11_381910.txt	92
S1_13910707.txt	5
S1_13913831.txt	0
S1_13913857.txt	82
S1_13914071.txt	51
S1_13920181.txt	90
S1_14084344.txt	97
S11_41092.txt	100
S1_14134932.txt	0
S1_14134940.txt	0
S1_14167559.txt	0
S11_4212424.txt	48
S1_14219259.txt	16
S11_4269965.txt	73
S11_4275874.txt	92
S1_14338944.txt	100
S1_1434674.txt	15
S1_14350359.txt	100
S1_14352253.txt	100
S1_14352336.txt	100
S1_14360349.txt	100
S1_1436726.txt	80
S1_14367451.txt	19
S1_1436748.txt	79
S11_4368990.txt	27
S1_1438489.txt	11
S1_14404486.txt	24
S11_4434934.txt	0
S1_14514889.txt	100
S1_14516269.txt	9
S1_14568422.txt	0
S1_14568441.txt	2
S1_14568549.txt	5
S1_14568560.txt	87
S1_14607387.txt	45
S11_4701433.txt	100
S1_14751102.txt	36
S1_14782954.txt	0
S1_14783017.txt	77
S1_14783037.txt	6
S1_14783051.txt	6
S1_14783053.txt	1
S1_14808754.txt	80
S1_14881401.txt	20
S1_14881449.txt	78
S11_4957085.txt	13
S11_4957086.txt	17
S11_4968050.txt	6
S1_14970468.txt	100
S1_15016103.txt	7
S1_15021828.txt	6
S11_5027503.txt	84
S11_5027505.txt	0
S11_5104574.txt	78
S11_5105943.txt	0
S11_511695.txt	12
S11_511723.txt	6
S1_15145931.txt	78
S1_15145952.txt	79
S1_15145953.txt	79
S11_5161720.txt	100
S11_521220.txt	73
S11_521243.txt	69
S11_5214593.txt	100
S11_5221924.txt	100
S11_5221946.txt	100
S11_5221953.txt	100
S11_5221954.txt	100
S11_525442.txt	3
S1_15275785.txt	5
S1_15275789.txt	51
S1_15335986.txt	0
S1_15335990.txt	0
S1_15336031.txt	92
S1_15343049.txt	7
S1_15343055.txt	6
S1_15343113.txt	100
S11_5372959.txt	91
S11_5380569.txt	68
S1_15403805.txt	82
S1_15557602.txt	12
S1_15557612.txt	75
S11_5637019.txt	100
S11_5637020.txt	0
S11_5637044.txt	100
S11_5637051.txt	100
S11_5637057.txt	100
S1_15647998.txt	17
S1_15697893.txt	80
S1_15697913.txt	78
S1_15697927.txt	77
S11_573707.txt	0
S11_573708.txt	0
S11_573709.txt	0
S11_5761538.txt	0
S11_5804662.txt	98
S11_5804670.txt	100
S11_5804694.txt	100
S11_5822712.txt	1
S11_5822728.txt	1
S1_15899837.txt	2
S1_15955252.txt	0
S11_5973646.txt	0
S11_6041368.txt	79
S11_6061001.txt	80
S11_6110599.txt	7
S11_6110661.txt	0
S1_16116017.txt	11
S1_16116022.txt	100
S1_16116026.txt	100
S11_6149294.txt	0
S11_6201505.txt	4
S11_6201544.txt	0
S1_1630446.txt	80
S1_1630458.txt	69
S11_6398554.txt	13
S1_16410287.txt	87
S11_6429845.txt	0
S1_16444396.txt	0
S11_6457870.txt	100
S11_6457878.txt	100
S11_6457890.txt	0
S11_6457933.txt	100
S11_6457935.txt	0
S1_16481865.txt	31
S1_1662373.txt	49
S1_16630356.txt	0
S1_16630376.txt	100
S11_6647745.txt	80
S11_6690737.txt	5
S1_16908393.txt	89
S11_6908980.txt	89
S11_6908988.txt	90
S1_16956841.txt	0
S1_16968372.txt	2
S1_16968378.txt	3
S1_16968381.txt	4
S1_16968399.txt	12
S1_16968412.txt	0
S1_16968485.txt	32
S1_17040645.txt	54
S1_17040667.txt	87
S1_17238318.txt	100
S1_17263694.txt	26
S1_17268702.txt	85
S1_17277213.txt	51
S1_17277265.txt	53
S1_17277280.txt	52
S1_17302486.txt	0
S1_17312255.txt	1
S11_7359371.txt	80
S11_7359408.txt	80
S1_17448093.txt	0
S1_17448107.txt	11
S1_17448130.txt	100
S1_17448134.txt	0
S1_17448144.txt	0
S1_17553646.txt	1
S1_17553647.txt	31
S1_17646985.txt	9
S1_17646994.txt	8
S1_17646995.txt	11
S11_7724397.txt	74
S11_7724415.txt	80
S1_17783022.txt	1
S11_7795682.txt	0
S11_779984.txt	72
S11_780009.txt	76
S1_17824454.txt	0
S1_17824473.txt	28
S1_17824492.txt	26
S1_1790474.txt	60
S11_7911258.txt	100
S11_7933756.txt	7
S11_7933763.txt	11
S11_7933771.txt	7
S11_7935260.txt	0
S11_8048807.txt	98
S11_8048826.txt	97
S11_805890.txt	24
S11_8092189.txt	100
S11_8092218.txt	100
S11_811736.txt	91
S11_8164573.txt	100
S11_8164593.txt	0
S11_8164614.txt	1
S1_18166776.txt	2
S1_18166881.txt	3
S1_1819453.txt	85
S11_8232574.txt	0
S11_8232609.txt	1
S11_8238122.txt	42
S11_8238171.txt	13
S11_8238334.txt	8
S11_8269702.txt	1
S11_827466.txt	9
S1_18276614.txt	20
S1_18281275.txt	56
S1_18281296.txt	58
S1_18281320.txt	27
S1_18285719.txt	0
S1_18285742.txt	100
S11_8298059.txt	0
S11_8298074.txt	0
S11_8299513.txt	4
S11_844619.txt	6
S11_844633.txt	0
S11_844654.txt	80
S11_844669.txt	80
S11_84659.txt	100
S11_848295.txt	1
S11_848315.txt	0
S1_18503332.txt	100
S1_1850618.txt	39
S11_8556808.txt	0
S11_8556833.txt	0
S11_8556834.txt	0
S11_8556940.txt	0
S11_8556954.txt	0
S11_8556989.txt	0
S11_8556996.txt	0
S11_8560254.txt	0
S1_18588933.txt	13
S1_18588934.txt	6
S1_18632878.txt	100
S1_18632879.txt	7
S11_8643506.txt	100
S1_1864721.txt	7
S1_1864765.txt	100
S1_18765940.txt	2
S1_18765984.txt	35
S1_18765986.txt	100
S1_18841638.txt	64
S1_18841661.txt	13
S11_8964370.txt	0
S11_8964387.txt	0
S11_8964515.txt	3
S11_8964529.txt	0
S1_1896730.txt	100
S11_8983427.txt	56
S1_19025914.txt	100
S1_19048971.txt	5
S1_19116744.txt	0
S1_19151723.txt	6
S1_19151733.txt	7
S1_1916673.txt	13
S1_19268456.txt	0
S1_19268466.txt	0
S1_19268510.txt	0
S1_19344220.txt	97
S1_19344257.txt	48
S11_9422483.txt	0
S1_19435968.txt	80
S1_19435970.txt	87
S1_19436046.txt	40
S1_19491290.txt	8
S11_9549751.txt	33
S1_1963835.txt	73
S1_1963912.txt	52
S1_1963923.txt	53
S1_19764503.txt	0
S1_19764514.txt	94
S1_19764680.txt	100
S1_19808961.txt	100
S1_19808962.txt	0
S1_19824962.txt	100
S1_19824978.txt	100
S1_20301798.txt	58
S1_20301871.txt	74
S1_20603753.txt	80
S1_20654138.txt	22
S1_20654259.txt	100
S1_20654293.txt	34
S1_20726765.txt	3
S1_20726773.txt	100
S1_20728128.txt	1
S1_20728131.txt	100
S1_20728132.txt	0
S1_20741495.txt	100
S1_20780219.txt	100
S1_20789287.txt	100
S1_20999401.txt	100
S1_20999429.txt	21
S1_20999436.txt	100
S1_20999453.txt	0
S12_10057544.txt	2
S12_10059810.txt	3
S12_10059823.txt	2
S12_10279099.txt	100
S12_10325698.txt	3
S12_10325785.txt	0
S12_10325807.txt	0
S12_10428052.txt	3
S12_10546996.txt	2
S12_10547005.txt	0
S12_10547043.txt	0
S12_10547060.txt	0
S12_10616101.txt	23
S12_10616177.txt	100
S12_10616181.txt	0
S12_10616206.txt	100
S12_10616217.txt	100
S12_10721148.txt	100
S12_10721163.txt	100
S12_10721170.txt	100
S12_10721211.txt	100
S12_10721218.txt	100
S12_10721260.txt	100
S12_10773427.txt	87
S12_10773445.txt	81
S12_10773470.txt	100
S12_10781793.txt	100
S12_10804563.txt	30
S12_10804629.txt	0
S12_10804639.txt	0
S12_10836766.txt	11
S12_10836785.txt	0
S12_10836854.txt	1
S12_10836892.txt	42
S12_10836894.txt	38
S1_21088225.txt	47
S12_10899972.txt	24
S12_10900001.txt	0
S12_10900009.txt	4
S12_10900022.txt	3
S12_10933049.txt	0
S12_10955111.txt	0
S1_21103041.txt	100
S1_21103065.txt	75
S1_21103074.txt	75
S12_11087217.txt	72
S12_111690.txt	8
S12_11254982.txt	42
S12_11255064.txt	42
S12_11255072.txt	70
S12_11255101.txt	43
S12_11427339.txt	99
S12_11428311.txt	100
S12_11428316.txt	100
S12_11455469.txt	69
S12_11459573.txt	3
S1_21163284.txt	60
S1_21163349.txt	33
S12_11755094.txt	0
S12_11882906.txt	0
S12_11882937.txt	0
S12_11882944.txt	100
S1_21190269.txt	100
S12_11983852.txt	0
S12_11983892.txt	0
S12_12128652.txt	27
S12_1221427.txt	0
S12_12225223.txt	35
S12_12258067.txt	100
S12_12372806.txt	0
S12_12372879.txt	25
S12_12409429.txt	7
S12_12437557.txt	100
S12_12608729.txt	48
S12_12608752.txt	40
S12_12677910.txt	100
S12_12721886.txt	60
S12_12840900.txt	47
S12_12905393.txt	72
S12_12905395.txt	68
S12_12967629.txt	100
S12_13050890.txt	40
S1_2132699.txt	36
S12_13353231.txt	79
S1_21341417.txt	7
S1_21341450.txt	4
S1_21341463.txt	10
S1_21341484.txt	0
S1_21341486.txt	5
S12_13475702.txt	100
S1_21356809.txt	99
S1_21458834.txt	7
S12_14817261.txt	2
S12_14817329.txt	100
S12_14882281.txt	34
S12_14882389.txt	1
S12_14890407.txt	0
S12_14998025.txt	22
S12_14998113.txt	28
S12_15009915.txt	0
S12_15057621.txt	100
S12_15223433.txt	25
S12_15223441.txt	7
S12_15223449.txt	4
S12_15405092.txt	36
S12_15431022.txt	0
S12_15431084.txt	40
S12_15440052.txt	0
S12_15578446.txt	1
S12_15578456.txt	100
S12_15578533.txt	43
S12_15623463.txt	0
S12_15632388.txt	0
S12_15643374.txt	100
S12_15643549.txt	0
S12_15727095.txt	0
S12_15727140.txt	50
